instrulife_product_number,name,price
INFUSI55,INFUSIE VERLENGSLANG 25cm VYGON 25st,34.09
INFUSI56,VERBINDINGSSTUK RECHT VYGON 50st,34.09
INFUSI58,INFUSIE VERLANGSLANG 25cm POORT+INJ 50st,156.82
THORAX01,THORAX TROCAR+DRAIN 24FR 28cm 10st,224.73
THORAX03,THORAX TROCAR DRAIN 30FR 28cm 10st,223.48
TRODRA00,TROCAR DRAIN PLEURALE DRAIN 8cm 15st,207.62
WWSPEC06,WW SPECUL KLEENSC WA 100st,49.94
ANES0064,FILTER ANESTHESIE ALDASORBER,22.12
HANDSC39,HANDSC AVT LANG MODEL INDIVIDUEEL 100st,7.36
ONDERL70,ONDERLEGGER CELLULOZE 40 X 40cm,30.23
SANODO02,SANODOR SPRAY 100ML,4.24
TAPMAR00,MARKEERTAPE VR MATER 6.35mmX32m BLAUW,20.50
VELBAN01,VELBAND 15CM 12st,15.85
VELOPE00,VELOPEX PROCESSOR CLEANER 750ML,40.91
WWSCHO20,WW SCHORT WIT POLYSEM 125CM 100st,7.42
DRAADZ22,DRAADZAAG JACO-VET 10m 1st,13.64
ECHOGR25,ECHO BESCHERMHOES VOOR SONDE 50st,11.05
HANDSC131,HANDSC SURPERGLOV NITRIL NT-ST XL100st,13.64
TECHNO04,TECHNOVIT ACCELERATOR,5.30
VERBAN94,VERBAN EURON 10cmx4m ELAST,5.83
UMONIU00,UMONIUM MASTER 1 L,56.82
UMONIU03,UMONIUM INSTRUMENTS 1 L,56.82
UMONIU06,UMONIUM AIR CONTROL MATIC 100ML SPUITBUS,68.18
OPHTAL90,OPHTALMIC KNIFE 30GRADEN STER 6 UNITS,71.33
ANESTH19,CO2 ABSORBER SODASORB COLOR LF 5L,22.27
AFDEKD99,AFDEKDOEK CONVERTORS 75x75cm STER 45st,30.14
WWSCHO15,"WW SCHORT CONVERTORS STERIEL LARGE,28st",95.79
EKGCAR05,EKG PAP K360B/D 120x100x300 Z-FOLD 1st,11.02
HANDSC160,HANDSC KC NITRIL NT-ST N-GP L100st lila,11.11
HANDSC161,HANDSC KC NITRIL NT-ST N-GP M100st lila,11.11
HANDSC162,HANDSC KC NITRIL NT-ST N-GP S 100stLILA,11.11
AUTOCL41,AUTOCLAAFZAKJES 100x250mm 1000st,54.73
MEDIPO00,"MEDIPORE+PAD 10x10cm, 25st",11.05
MEDIPO20,MEDIPORE PERFORATED 10cm x 915cm 1st,6.86
MICROF00,MICROFOAM 5cm X 5m 12rln,51.58
MICROF01,MICROFOAM 7.5cm X 5m 4rln,51.58
MICROF02,MICROFOAM 10cm X 5m 3rln,51.58
MONDMA11,MONDMASKER ADEMH FFP2 ZONDER VENTIEL 5st,17.97
MONDMA12,MONDMASKER CHIRUR 3M 50ST,7.36
REDDOT00,RED DOT EKG ELEKTRODE 2.2x3.2cm 100st,21.09
STERIS20,STERISTRIPS ELASTISCH 6x38MM 50x6st,45.77
STERIS30,STERISTRIPS ELASTISCH 3x75MM 50x5st,45.77
STERIS31,STERISTRIPS ELASTISCH 6x75MM 50x3st,45.77
STOCKI00,STOCKINETTE MS03 POLYESTER 7.5cmx23m 1st,29.42
STOCKI03,STOCKINETTE MS01 POLYESTER 2.5cmx23m 1st,21.24
TAPEST00,TAPE STERILISATIE DROOG INDICATOR 1rol,21.03
TEGADE12,TEGADERM+PAD 6x10cm 50st,38.59
TEGADE20,TEGADERM ROLL 5cmx10m,15.82
TEGADE40,TEGADERM ABS TRANSP 14.9x15.2cm 5st,42.65
VISCOH00,VISCO HEEL N NR 1 M25-32 1 PAAR,21.21
VISCOH01,VISCO HEEL N NR 2 M32-40 1 PAAR,21.21
VISCOH02,VISCO HEEL N NR 3 M40-47 1 PAAR,21.21
INFUSI03,INFUSIESET BAXTER RMC9689 1st,1.59
INFUSI05,BLOEDTRANSFUSIESETS RMC9624  1st,3.18
INFUSI11,BLOEDTRANSFUSIE SETS RMC9622P 90st,91.36
DEXSEN00,DEX SENSOR BREEZE 2 50st,41.71
GLUCOM06,GLUCOMETER ASCEN CONTOUR-MICROFILL 50st,42.50
CATHET78,CATHET SWAN GANZ F7 CORODYN P1/P2 1st,60.00
DOSIFI01,DOSIFIX LUER LOCK 150ML 1st,4.77
DRAINA02,DRAINAGE REDONDRAIN BRAUN CH8 100ST,40.91
DRAINA03,DRAINAGE REDONDRAIN BRAUN CH10 100ST,40.91
DRAINA04,DRAINAGE REDOVAC DRAIN CH12 50CM 100st,45.45
DRAINA05,DRAINAGE REDONDRAIN BRAUN CH14 100ST,40.91
DRIEWE01,DRIEWEGKRAAN + VERLENGSLANG 10cm LL 50st,39.39
LYOSTY00,LYOSTYPT BLOEDSTELPENDE WATTE 5X8CM 6ST,51.55
PRONTO00,PRONTOSAN SOLUTION ROND FLES WEST 350ML,7.95
VASOCA02,VASOCAN / VASOFIX MANDRIN 18G GROEN 1st,0.53
VENOFI00,"VENOFIX A 23G LL+CLOSING CONE30CM,100ST",48.83
WWSPUI29,WWS BRAUN OMNIFIX IRRIGAT 50/60ML 100ST,51.52
INFUUS30,INFUUS COMBI-STOPPER VASOCAN ROOD 100st,13.64
CONTAI01,CONTAINER NAALDEN 5L BD,3.18
WWSPUI02,"WWS BD PLASTIPAK 100ml LUER CATH, 25st",48.83
MINIRO00,MINI-ROLL 120m1L MINITORK BOX 11rln NEUT,33.35
MROLL000,M-ROLL 350m1L V M-TORK BOX 6rl NEUTR PAP,31.32
TOHTZZ20,TORK PREMIUM HT ZZ-FOLD SOFT15x170vln 2L,46.52
TOPREM02,TORK PREM CLOTH530 64.2x38.5cm 120VLN,40.47
TOSOAP30,TORK PREMIUM SOAP FOAM 4x800ml,61.77
TOTPJU10,TORK ADV TP JUMBOROLL 500m 6rln,54.59
COVERM02,COVERMED WIT 8cmx5m,9.98
EASIFI01,"EASIFIX COHESIVE 6CM X 4M, 10st",25.45
ELASTO01,ELASTOMULL ONVERPAKT 10cm 20st,13.64
ELASTO03,ELASTOMULL ONVERPAKT 4cm 20st,8.48
HANSAP30,HANSAPL ELASTIC VINGERPL 120x20MM 100st,12.11
HANSAP31,HANSAPL ELASTIC VINGERPL 180X20MM 100st,14.26
LEUKOF00,LEUKOFIX 1.25cm 24st IN VRAK,18.91
LEUKOM11,LEUKOMED STERIEL 7.2x5cm 50st,8.98
LEUKOP11,LEUKOPLAST 2.50cm 12st IN VRAK,27.45
LEUKOP13,LEUKOPLAST 5cm 6st IN VRAK,27.45
LEUKOP30,"LEUKOPLAST PRO LF SD 2,5cmx5m 12st",28.55
LEUKOS10,LEUKOSILK 1.25cm 24st IN VRAK,23.27
LEUKOT02,LEUKOTAPE 2cmx10m 1st,4.21
OOGPLE00,OOGPL COVERLET LITE 40st VOLW 7.6X5.5cm,19.15
OOGPLE01,OOGPL COVERLET LITE 40st JUNIOR 6.7X4.7c,19.15
RIBVER00,RIBVERBAND COSTA MAN 100-160cm VELCRO,29.14
RIBVER01,RIBVERBAND COSTA VROUW 65-120cm VELCRO,29.14
SOFFBA02,SOFFBAN 10cmx2.7m 12st,11.02
STRAPP20,STRAPPAL S 5cmx10m 4rln,23.24
TENSOP01,TENSOPLAST 5cmx4.5m 1st,6.36
OLIESP00,OLIESPRAY 500ML TURBINES TANDUNIT,50.89
WWNAAL06,WWN BD PEN NEEDLE 31Gx8mm 100st,19.97
DIFFQU06,DIFF-QUICK FIXATOR 3x500ml,49.89
CATHET972,CATHET FOLEY 22FRx65cm MET BALLON 50cc,15.97
CATHET987,CATHET OESOPHAGOSTOMY 12FR 60CM,48.58
CATHET988,CATHET CENTRAL VENOUS SET 8CM 3FG,38.44
CATHET989,CATHET FOLEY 12FRx55cm MET BALLON 5cc,15.97
THORAX00,THORAX DRAIN STERIEL CT20 20 FRENCH,40.56
DIAFEL00,DIAFARM FELINEX 6000 TABELETTEN MELK,53.76
MINIJE33,MINI-JECT GASVULLING ESSO 65ML 1st,8.48
WWSCHO03,WW SCHORT GROEN PLAST125cmLANGE MOUW20st,9.98
OTPROL03,OTP ROL WIT 2L 60cmx75m 9rln,47.45
ANIMAL00,ANIMALINTEX PAARDENVERBAND,3.68
BODEDEX00,BODEDEX FORTE 2L,24.36
AVTMAT26,URETRASONDE 115MM/155M,29.14
HANDSC40,HANDSC SENSIGAN 95CM+HALSBINDER 100st,21.21
HANDSC43,HANDSC SENSIGAN 95CM+HALSBINDER 50st,11.58
EQUIPA00,EQUIPALAZONE 100 X 1GR,33.41
HDEFLE01,HDE AGRAFES LAITONS 50PCS,8.48
HDEFLE02,HDE AGRAFES INOX 25PCS,8.48
HDENIET00,HDE NIETJES INOX 25st,8.48
FIXEER20,FIXEERVL KODAK RAPID ACC DENTAL 6x500ml,34.70
SEKUSE01,SEKUSEPT POEDER 2 KG,37.24
POLIJST00,KAVO TURBINE SPRAY 500 ML VR POLIJSTAPP,28.20
DRUKZA01,DRUKZAK 1 LITER 1st,44.77
BEKKEN11,BEKKEN NIERVORMIG PLASTIEK 100st,12.76
HANDSC99,HANDSC COLOLYMER STER MED 100ST,13.26
SWANNB26,SWANN MORTON BLAUW NR 26,13.64
VINGER09,VINGERBOBS WIT 50st,26.52
WWSPEC00,WW SPECULA VAG CUSCO XS 25st,21.27
WWSPEC01,WW SPECULA VAG CUSCO S 25st,21.27
WWSPEC02,WW SPECULA VAG CUSCO M 25st,21.27
WWSPEC03,WW SPECULA VAG CUSCO L 25st,21.27
WWSPEC04,WW SPECULA VAG CUSCO MIXED PACKING 25st,21.27
OPERFI01,OPER FILM 40x60cm 10st,29.52
RXFILM04,RX-FILM 18X24CM KODAK T-MAT GROEN 100st,45.45
RXFILM08,RX-FILM 13x18cm KODAK T-MAT GROEN 100st,43.77
RXFILM41,RX-FILM TUSSENLEGPPR 35x35cm 200ST,21.21
RXFILM60,RX-FILM 18X24 CRONEX 5 BLAUW 100st,48.48
RXFILM63,RX-FILM 13x18 CRONEX 5 BLAUW 100st,27.27
TECHNO03,TECHNOVIT POEDER 1 KG,55.61
AUTOCL25,AUTOCLAAFZAK 32 X 500MM 100st,28.89
AUTOCL39,AUTOCLAAFZAK M INSLAG 200x400x50mm 100s,20.74
AUTOCL54,AUTOCLAAFROL 15CM X 100M 1st,27.08
AUTOCL55,AUTOCLAAFROL 20CM X 100M 1st,33.88
AUTOCL56,AUTOCLAAFROL 25CM X 100M 1st,40.53
STERIL30,STERILISATIEZAK ZELFKLE 200x330MM 100st,22.06
CUFFRE09,CUFF REPAIR ADHESIVE SILICONE TUBE 83ml,13.76
HALSKR02,HALSKRAAG MOON COLLAR MEDIUM,13.79
HONDEN96,HONDENKR BUSTER CLASSIC TRANSP 25cm,3.71
INFUSI99,INFUSI LARGE BORE IV SET KRUUSE,30.61
SPALKA02,SPALK ALU VEE 2x30x850 MM,11.61
SPALKP00,SPALK KRUUSE PLASTIEK SPLINT MED,3.18
WWNAAL13,WWN BOV 16Gx1 PLASTIEK LUER 100st,14.70
WWNAAL36,WWN MONOJECT 14Gx2 BRUIN 2.0x50mm 100st,35.20
WWSCHO16,WW VOORSCHORT KRUUSE WIT 160cm 75st,17.88
WATTER20,WATTE ROL 500GR,6.89
SPATEL06,SPATEL VAN AYRE V GYNECO UITSTR 500st,22.27
KRUISP00,KRUISPLEISTERS / X-PLEISTERS 100st,27.48
SINGLE00,SINGLEFIX MED 10st,9.45
MAYGRU00,MAY-GRÜNWAL 500 ML EOSINE-METHYLEENBLOPL,25.45
ONTSME00,ONTSMETTINGSALCOHOL 5L,17.50
KLINID10,KLINIDRAPE 45x75cm 100st,51.52
MEPITE00,MEPITEL 5x7.5cm 10st,30.42
MESOFT01,MESOFT NIET STERIEL 5x5cm 300st,3.18
MUTSJA00,MUTS JACK GROEN 620300-10 100st,23.21
MUTSVR00,MUTS SURGINE VR VROUW BLAUW 100st,34.73
HANDSC405,HANDSC MULLER ROOD 100st,7.42
EMBRYO24,ET 3MM SHEATH WITH SANITARY SLEEVE 10PC,27.27
GOBELE00,GOBELET DIA 35mm 50st,39.39
KIMICR03,KI CLEAR TIPS FOR MICROPIPETTE,65.15
KIPIPE51,KI-PIPET TIPS VR MP5000 334st,48.48
KIRIET13,"FLEXIBLE ET 0,25ML - 133MM STRAW 20PCS",27.27
SETVER30,SET STER VERZORG PAP/PL 50x60cm 50st,18.94
ENDOSC35,ENDOSC POLYPECTOMIE-SNAAR STERIEL 1st,41.45
FREELI04,FREELIFE PAPIERWAREN JR 11-25 44st,15.38
ONDERL60,ONDERLEGGER EURON 60 X 90cm 112st,46.58
ONDERL61,ONDERLEGGER EURON 40 X 60cm 252st,46.58
HANDSC001,HANDSC SEMPERCARE LATEX GP NST XS 100st,4.77
HANDSC002,HANDSC SEMPERCARE LATEX GP NST S 100st,4.77
HANDSC003,HANDSC SEMPERCARE LATEX GP NST M 100st,4.77
HANDSC004,HANDSC SEMPERCARE LATEX GP NST L 100st,4.77
HANDSC005,HANDSC SEMPERCARE LATEX GP NST XL 100st,4.77
HANDSC61,HANDSC SEMPER STERIEL M6.5 70 PAAR,26.52
HANDSC62,HANDSC SEMPER STERIEL M7 70 PAAR,26.52
HANDSC63,HANDSC SEMPER STERIEL M7.5 70PAAR,26.52
HANDSC64,HANDSC SEMPER STERIEL M8 70 PAAR,26.52
MINIRO10,"MINIROL LOTUS 20x24,5cm 2L 18rln",47.45
BOTOVE01,BOTOVERTREK POLYSEM PLASTIEK+AFSL 50st,7.42
ACCUCH00,ACCU-CHEK MULTICLIX PRIKPEN KIT,18.47
ANALYS06,ANALYSER URISYS THERM PAPIER 4x5rln,39.39
COMBUR16,COMBUR 6 TEST 50st,24.27
COMBUR18,COMBUR 2 TEST LN 50st,14.20
KICODE05,KI CODEERDOP BLAUW 500 ST KLEIN,11.08
KICODE06,KI CODEERDOP GEEL 500 ST KLEIN,11.08
KICODE07,KI CODEERDOP ROOD 500 ST KLEIN,11.08
MONOVE01,MONOVETTE LUER 9ml EDTA+K3E 50st,18.38
AUTOCL81,AUTOCLAAF MELAG PRINTER CARTRIDGE,20.00
AFDEKD91,AFDEKDOEK ECOPACK 45x75cm STERIEL 50st,20.00
BIOPSY50,BIOPSY NAALD 14G X 114mm,16.97
BIOPSY51,BIOPSY NAALD 14G X 75mm,16.97
TAPEST10,STERILISATIETAPE STERICLIN,2.65
LEUKOC11,LEUKOCLIP CASSETTE 35 NIETJES,8.45
LEUKOS20,LEUKOSTRIP 4x38MM WIT 50X8st,38.88
LEUKOS21,LEUKOSTRIP 4x76MM WIT 50X4st,38.88
LEUKOS31,LEUKOSTRIP S 6.4X76MM HUIDKL 50X3st,54.08
OPSITE03,OPSITE IV 3000 7x9cm 100ST,76.23
OPSITE21,OPSITE FLEXIFIX 10cmx10m,26.39
OPSITE40,OPSITE POSTOP 6.5x5cm 100st,42.65
CATHET22,CATH OPTIVA W 22G X 25mm  50st,69.95
CATHET28,CATH IV OPTIVA W 18Gx45MM 50st,69.95
CATHET29,CATH IV OPTIVA W 20Gx32MM 50st,69.95
CATHET36,CATH OPTIVA W 24G X 19mm  50st,69.95
CATHET37,CATH OPTIVA 24G X 70mm  50st,62.80
CAMBRI10,CAMBRIC L ONVERPAKT 5cm 50st,21.06
CAMBRI11,CAMBRIC L ONVERPAKT 7cm 50st,26.33
CELLON00,CELLONA 6cmx2m 10st,12.11
COMPRE43,COMPRES STERIEL 10x10CM 15x10st 12L,23.12
COMPRE44,COMPRES STERIEL 10X10CM RX 30X5 12L,24.71
CURAPO02,CURAPLAST 8cmx5m,11.58
DAUERB10,DAUERBINDE K 6cmx7m ZW,7.95
DAUERB12,DAUERBINDE K 10cmx7m ZW,11.58
DEPPER00,DEPPERS 30-35MM 1000st,48.89
HAFTEL01,HAFTELAST 6cmx4m 20st,33.44
HAFTEL03,HAFTELAST 10cmx4m 20st,43.71
HYDROB01,HYDROBAND 12x10cm DD 10st,4.21
SHOECE02,SHOE CELLONA SMALL 35-38 1st,25.45
SHOECE03,SHOE CELLONA MEDIUM 39-41 1st,25.45
SHOECE04,SHOE CELLONA LARGE 42-43 1st,25.45
SHOECE05,SHOE CELLONA EXTRA LARGE 44-47 1st,25.45
SUPRAS40,SUPRASORB F 10x12cm 50st,49.61
SUPRAS50,SUPRASORB A ALGINAAT WIEK 2GR 5st,23.30
SUPRAS53,SUPRASORB A ALGINAAT 5X5cm 10st,11.14
VARICE08,VARICEX-E 8cmx5m 1st,9.48
VARICE11,VARICEX-F 10cmx10m 1st,6.89
CONTAI00,CONTAINER NAALDEN 1.5 L TERUMO,1.59
URINEZ00,URINEZAKJE KIND VR STAALAFNAME 50st,37.50
WWNAAL101,WWN 21Gx3 1/2' 0.8x90MM SPINAAL 20st,27.27
WWNAAL89,WWN 20Gx2 3/4' 0.9x70MM SPINAAL 20st,27.27
WWNAAL90,WWN 20Gx3 1/2' 0.9x90MM SPINAAL 20st,27.27
WWNAAL91,WWN 18Gx3 1/2' 1.2x90MM SPINAAL 20st,27.27
WWNAAL94,WWN 23Gx3 1/2' 0.6x90MM SPINAAL 20st,27.27
WWNAAL95,WWN 22Gx3 1/2' 0.7x90MM SPINAAL 20st,27.27
WWNAAL96,WWN 19Gx3 1/2' 1.1x90MM SPINAAL 20st,27.27
WWNAAL97,WWN 21Gx2 3/4' 0.8x70MM SPINAAL 20st,27.27
WWNAAL970,WWN 22Gx1 1/2' 0.7x38MM PED SPINA 20st,27.27
WWNAAL971,WWN 23Gx2 3/4' 0.6x70MM SPINAAL 20st,27.27
WWNAAL98,WW NLD 22Gx2 3/4  0.7 X 70MM SPINAAL20st,27.27
WWSPUI87,WWS TERUMO 20 ML LUER EXCENTRISCH 50st,6.33
WWSPUI91,WWS TERUMO 10 ML 100st LL,17.00
BLOEDZ01,BLOEDZAK DROOG+CPDA 350ML TERUFLEX 10st,30.42
BLOEDZ02,BLOEDZAK DROOG+CPDA 450ML TERUFLEX 10st,30.42
WWNAAL006,NEEDLE IB M14GX1 100pcs,13.64
WWNAAL009,NEEDLE IB M16GX1.5 100pcs,13.64
AMDFOA00,AMD FOAM 10x20cm 10st,109.27
COPA0000,COPA 10x20CM 10st,30.32
EXCILO01,EXCILON AMD 5x5cm 70st,16.29
TELFAA00,TELFA AMD 7.5cmx20cm 50st,22.71
WWNAAL40,WWN MONOJECT 14Gx11/2BRUIN2.0x40mm 100st,14.91
ZWANGE01,ZWANGERSCHAPSTESTEN ONE STEP 20 CARDS,39.39
ADHESI10,ADHESIVE SPRAY 150ML,3.71
ADHERE01,ADHERE 180ml 1st,37.27
EQUIPA10,EQUI-PAK 180ML 1st,33.41
BOTOVE00,BOTOVERTREK PLASTIEK POLYSEM 50st,5.80
FIXEER10,FIXEERVLOEISTOF ILLFORD 5 L,34.32
VETLIT02,VET-LITE 10cmx16m,11.05
WWNAAL51,WWNAAL SUPRA 1.50 X 100MM 100st,49.89
INFUSI08,VERBINDINGSSTUK V/V LL 30st,32.32
INFUSI59,INFUSIE VERLENGSLANGEN 150cm 25st,34.47
INFUSI81,INFUSIE VERLENGL LECTROFLEX 200cm 25st,34.44
THORAX02,THORAX DRAINAGE SET 28cm 1st,20.56
ECHO0962,PAPIER ROLLEN UPP-110HA SONY,24.05
RX000046,ENVELOPPEN 30X40 100,24.20
HANDSC04,HANDSC PROTEGRITY STERIEL M7.5 40 PAAR,33.15
ECHO0003,ECHO SONDE ALOKA LINIAIR 5MHZ,24.05
COLDHO00,COLD HOT NEXCARE COMFORT 10x26.5cm,8.05
COLDHO01,COLD HOT NEXCARE MAXI 20x30cm+ HOES,11.82
ROLLER00,ROLLER LINT 3M 1st,3.21
HELIZY00,HELIZYME REINIGER WEST 1L FLES,13.91
WWNAAL04,WWN BRAUN STERICAN 21Gx4 3/4 100st,18.18
WWNAAL27,WWN BRAUN DENTAL 30Gx1/2 100st,9.14
WWNAAL45,WWN BRAUN 21Gx4 4/5 0.8x12cm NEURO 100st,18.18
COVERL01,COVERPLAST LATEX-FREE 1.9x7.6cm 100st,4.30
DYNACA30,DYNACAST PRELUDE SL PRECUT 10x40cm5st,21.05
HYPAFI02,HYPAFIX 15cmx10m,9.17
KRUISP10,"KRUISPLEISTER 7,6 X 7,6 CM 50st",12.35
LEUKOM12,LEUKOMED STERIEL 8x10cm 50st,12.82
LEUKOP02,LEUKOPLAST 5cmx5m 1st OP RING,4.30
TENSOP02,TENSOPLAST 7.5cmx4.5m 1st,8.02
TRICOD22,TRICODUR SOFTGRIP D 7.5cmx10m,19.89
TRICOF02,TRICOFIX C 3-4cmx20m,6.92
CATHET990,CATHET FOLEY 8FRx30cm MET BALLON 3cc,15.00
DIAMALT00,DIAFARM KATTENMALT 50ML TUBE 1st,2.68
DISTIN41,DIST-INJECT KOGELS REF2019 BRUIN 20st,20.30
DISTIN42,DIST-INJECT KOGEL REF2013 GEEL 20st,20.30
DISTIN44,DIST-INJECT KOGEL REF2015 WIT 20st,20.30
DISTIN45,DIST-INJECT KOGEL REF2016 ZWART 20st,20.30
DISTIN46,DIST-INJECT KOGEL REF 2017 ORANJE 20st,20.30
DISTIN47,DIST-INJECT AMORCE SPUIT 15ML 10st,20.30
MINIJE32,MINI-JECT CAPSULES CO2 8GR 10st,16.21
AIRTOT00,AIR TOTAL+ 150ML 1st,26.14
FLUORE00,FLUORECEINE TESTSTRIPS 100st,9.17
WATTEG10,WATTE GAMGEE 45cm,6.39
KATBAK00,KATTENBAKVULLING BABYPOEDER 15KG,11.82
HONDEN85,HONDENKR FUNCOL 25cm RODE POOTJES,4.30
HONDEN86,HONDENKR FUNCOL 30cm BLAUWE POOTJES,4.83
IDEALA10,IDEALAST 15cmX5m WIT 1st,6.42
MOLIME07,MOLIMED COMFORT MINI 28st,3.21
PEHAHA02,PEHAHAFT 8cmx4m,1.62
RXFILM50,RX-FILM TUSSENLEGPAP 30x40cm 200st,18.18
NEUSRI40,NEUSRING OMEGA INOX,4.83
AUTOCL53,AUTOCLAAFROL 10CM X 100M 1st,18.65
CATHET65,CATH URINE 500x1.3MM HOND BUSTER 1st,2.68
CATHET76,CATH URINE TOMCAT GESLOTEN 1st,6.45
HALSKR04,HALSKRAAG MOON COLLAR X-LARGE,19.24
HONDEN60,HONDENSOK BUSTER S 60cm 2st,9.64
KIPIPE12,KI-PIPET RUND BOVIVET NT-STER 60cm 25st,6.98
SPALKA00,SPALK ALU VEE 2x15x500 MM,6.39
SPALKA01,SPALK ALU VEE 2x20x500 MM,6.39
SPALKQ03,SPALK QUICK SPLINT BUSTER VOORPOOT L,25.14
SPALKS00,SPALK SOFT SPLINT 11cmx1m,25.14
TEPELD00,TEPELDOEKJES BOVIVET 100st,14.41
WWNAAL12,WWN BOV 20/80 14Gx31/4 PLASTIEK LL 100st,27.41
WWNAAL14,WWN BOV 16Gx1 1/2 PLASTIEK LUER 100st,14.56
KIPIPE43,KI-PIPET SOEP+CATH MINITUB 65CM 5st,10.23
MEFIX021,MEFIX 10mx30cm SPARADRAP,14.94
MEPORE00,MEPORE 6 X 7CM 60ST,11.82
MONDMA10,MONDMASKER REF 658000 60st VORMHOUDER,12.85
KIBUIS07,KI BUISJES 50ML KONISCH STERIEL 25ST,10.23
FREELI06,FREELIFE PAPIERWAREN TR XL +16 18st,10.23
TAPMAR01,MARKEERTAPE VR MATERIAAL ROOD,26.20
TAPMAR02,MARKEERTAPE VR MATERIAAL BLAUW,26.20
TAPMAR03,MARKEERTAPE VR MATERIAAL GROEN,26.20
TAPMAR04,MARKEERTAPE VR MATERIAAL GEEL,26.20
HANDSC44,HANDSC POLYSEM GEEL 100st,13.38
ACCUCH09,ACCU-CHEK SAFE-T-PRO-PLUS 200st,24.14
MICRAL01,MICRAL-II TEST 12st,29.09
DRAAGG01,DRAAGGLAASJES 50st REF B4 0302,1.62
PRECIS00,PRECISION X-TRA BETA KETONEN 10st,19.24
CUTINO03,ALLEVYN THIN 15x20cm 3st,30.09
JELONE01,JELONET 10x10cm 10st,5.33
MELOLI11,MELOLIN 10x10cm 100st,26.26
OPSITE41,OPSITE POSTOP 9.5x8.5 20st,16.18
PRIMAP16,PRIMAPORE 25cmx10cm 20st,21.08
CAMBRI04,CAMBRIC L 15cm CELLO 20st,20.27
CELLON02,CELLONA 10cmx3m 10st,21.33
DAUERB00,DAUERBINDE BIFORTE 8cmx7m,18.21
DAUERB11,DAUERBINDE K 8cmx7m ZW,9.70
DAUERB13,DAUERBINDE K 12cmx7m ZW,14.00
HYDROB10,HYDROBAND 12cmx20m DD,23.11
IODOFO00,GAASWIEK MET JODOFORM 5CM x 5M 1st,8.02
SETVER11,SET ONTSMETTING 5xDEPPER 60st,33.18
SHOECA04,SHOECAST 3 RECHTS 43-46 1st,14.06
SHOECA08,SHOECAST 3 LINKS 43-46 1st,14.06
STELLA60,STELLASTRIP ST 19x72 200st,6.92
STELLA61,STELLASTRIP SPOT 2.2cm 500st,10.26
SUPRAS55,SUPRASORB A ALGINAAT 10X10CM 10st,30.09
TUBEGV03,TG TUBULAIR VERBAND T7 20M,10.82
SURFLO61,SURFLO VLEUGELNLD 22Gx3/4' ZWART 50st,14.38
SURFLO62,SURFLO VLEUGELNLD 21Gx3/4' GROEN 50st,14.38
SURFLO63,SURFLO VLEUGELNLD 23Gx3/4' BLAUW 50st,14.38
SURFLO64,SURFLO VLEUGELNLD 25Gx3/4' ORANJE 50st,14.38
SURFLO65,SURFLO VLEUGELNLD 19Gx3/4'TERUMO 50st,14.38
THERMO24,THERMOM TERUMO WEGWERPCOVERS 1000st,18.18
WWSPUI54,WWS 5 ML+21Gx11/2 TERUMO 100st,9.70
WWNAAL007,NEEDLE IB M 14GX1.5 100pcs,13.94
WWNAAL008,NEEDLE IB M 16GX1 100pcs,12.88
KERLIX01,KERLIX AMD SPONG 2 IN SOFT PACK 40st,24.17
PENROS02,PENROSE DRAIN 10mm X 30cm 1st,2.68
TANGHU10,TANG HUIDHECHT ROYAL 35 NIETJES 1st,10.82
WWNAAL48,WWN MONOJECT 18Gx5/8 100st,12.82
DIFFQU02,DIFF-QUICK FIXATOR 100ML,10.23
DIFFQU05,DIFF-QUICK EOSINE OPL. 100ML,10.23
NEUSRI10,NEUSRING SIGMA GELE KOPER MESSING 55 MM,3.77
VINGER10,VINGERTOPPLEISTERS S 40 X 70MM 50st,5.92
SCHEER20,SCHEERMES EENM+HOUDER 100st,23.11
SCHEDE53,SCHEDE OPVANGFLES COLORADO 300ML,1.09
EKGCAR30,EKG PAP CARDIOLIN DELTA1 PLUS Z-FOLD 1st,4.36
TANGHU21,TANG HUIDHECHT PRECISE MS 25,11.91
PRONTO01,PRONTOSAN SOLUTION 1X6 AMPUL WEST 40ML,10.85
VASOFI10,VASOFIX CERTO 24Gx3/4 GEEL 10st,10.91
VASOFI12,VASOFIX CERTO 22Gx1 10st,10.91
VASOFI13,VASOFIX CERTO 20Gx1 1/4 10st,12.00
MOPREI01,MOP BASIC VOOR VERMOP 1st,4.89
COVERE01,COVERPLAST ELASTIC 6cmx5m,10.29
TENSOP06,TENSOPLAST SPORT 8cmx2.5m 1st,8.79
TRICOF03,TRICOFIX D 5-6cmx20m,8.79
CATHET47,CATH URINE PORTEX HOND 2x500mm 1st,4.36
CATHET48,CATH URINE PORTEX HOND 2.6x500mm 1st,4.36
CATHET49,CATH URINE PORTEX HONDEN 3.3x600mm 1st,4.36
DIAOME00,DIAFARM OMEGA 3 EN 6 250ml,5.98
DIASHA00,DIAFARM AS-SHAMPOO 150ml,3.83
DISTIN01,DIST-INJECT SILICONE TUBE 12GR,9.85
HANDSC41,HANDSCHOEN PROGAN GEEL  100st,13.06
STOPPE00,DOORSTEEKSTOP VR CATHETERS 100st,13.03
SWANNH10,SWANN MORTON+HEFT NR 10 10st,4.92
SWANNH11,SWANN MORTON+HEFT NR 11 10st,4.92
